Business Area,Cost element name,Cost Element Group,Cost Element Sub Group,Value Column Name,Value
"Office & Administrative","Administrative Other","Other","Recognition","LE1",
"Office & Administrative","Administrative Other","Other","Severance","LE1",
"Office & Administrative","Administrative Other","Other","Supplies","LE1",
"Office & Administrative","Administrative Other","Other","Taxes","LE1",
"Office & Administrative","Administrative Other","Other","Telecomm","LE1",
"Office & Administrative","Administrative Other","Other","Training","LE1",
"Office & Administrative","Administrative Other","Other","Travel","LE1",
"Office & Administrative","Administrative Other","Other","Vehicles","LE1",
"Office & Administrative","Administrative Other","Shared Services","Inbound Allocations","LE1",
"Office & Administrative","Administrative Other","Shared Services","Outbound Allocations","LE1",
"Office & Administrative","Travel Expense","Administrative","Administrative","LE1",
"Office & Administrative","Travel Expense","CAPEX","CAPEX","LE1",
"Office & Administrative","Travel Expense","Depr & Amort","Amortization","LE1",
"Office & Administrative","Travel Expense","Depr & Amort","Depreciation","LE1",
"Office & Administrative","Travel Expense","Hardware & Software","Hardware","LE1",
"Office & Administrative","Travel Expense","Hardware & Software","Hardware Maintenance","LE1",
"Office & Administrative","Travel Expense","Hardware & Software","Software","LE1",
"Office & Administrative","Travel Expense","Hardware & Software","Software Maintenance","LE1",
"Office & Administrative","Travel Expense","Labor","External Labor","LE1",
"Office & Administrative","Travel Expense","Labor","Internal Labor","LE1",
"Office & Administrative","Travel Expense","Other","Employee Performance","LE1",
"Office & Administrative","Travel Expense","Other","Legal","LE1",
"Office & Administrative","Travel Expense","Other","Moving","LE1",
"Office & Administrative","Travel Expense","Other","Other","LE1",
"Office & Administrative","Travel Expense","Other","Project Expenses","LE1",
"Office & Administrative","Travel Expense","Other","Recognition","LE1",
"Office & Administrative","Travel Expense","Other","Severance","LE1",
"Office & Administrative","Travel Expense","Other","Supplies","LE1",
"Office & Administrative","Travel Expense","Other","Taxes","LE1",
"Office & Administrative","Travel Expense","Other","Telecomm","LE1",
"Office & Administrative","Travel Expense","Other","Training","LE1",
"Office & Administrative","Travel Expense","Other","Travel","LE1","162402.38100000008"
"Office & Administrative","Travel Expense","Other","Vehicles","LE1",
"Office & Administrative","Travel Expense","Shared Services","Inbound Allocations","LE1",
"Office & Administrative","Travel Expense","Shared Services","Outbound Allocations","LE1",
"Office & Administrative","Servers Rental","Administrative","Administrative","LE1",
"Office & Administrative","Servers Rental","CAPEX","CAPEX","LE1",
"Office & Administrative","Servers Rental","Depr & Amort","Amortization","LE1",
"Office & Administrative","Servers Rental","Depr & Amort","Depreciation","LE1",
"Office & Administrative","Servers Rental","Hardware & Software","Hardware","LE1","112225.94991"
"Office & Administrative","Servers Rental","Hardware & Software","Hardware Maintenance","LE1",
"Office & Administrative","Servers Rental","Hardware & Software","Software","LE1",
"Office & Administrative","Servers Rental","Hardware & Software","Software Maintenance","LE1",
"Office & Administrative","Servers Rental","Labor","External Labor","LE1",
"Office & Administrative","Servers Rental","Labor","Internal Labor","LE1",
"Office & Administrative","Servers Rental","Other","Employee Performance","LE1",
"Office & Administrative","Servers Rental","Other","Legal","LE1",
"Office & Administrative","Servers Rental","Other","Moving","LE1",
"Office & Administrative","Servers Rental","Other","Other","LE1",
"Office & Administrative","Servers Rental","Other","Project Expenses","LE1",
"Office & Administrative","Servers Rental","Other","Recognition","LE1",
"Office & Administrative","Servers Rental","Other","Severance","LE1",
"Office & Administrative","Servers Rental","Other","Supplies","LE1",
"Office & Administrative","Servers Rental","Other","Taxes","LE1",
"Office & Administrative","Servers Rental","Other","Telecomm","LE1",
"Office & Administrative","Servers Rental","Other","Training","LE1",
"Office & Administrative","Servers Rental","Other","Travel","LE1",
"Office & Administrative","Servers Rental","Other","Vehicles","LE1",
"Office & Administrative","Servers Rental","Shared Services","Inbound Allocations","LE1",
"Office & Administrative","Servers Rental","Shared Services","Outbound Allocations","LE1",
"Office & Administrative","Contractors","Administrative","Administrative","LE1",
"Office & Administrative","Contractors","CAPEX","CAPEX","LE1",
"Office & Administrative","Contractors","Depr & Amort","Amortization","LE1",
"Office & Administrative","Contractors","Depr & Amort","Depreciation","LE1",
"Office & Administrative","Contractors","Hardware & Software","Hardware","LE1",
"Office & Administrative","Contractors","Hardware & Software","Hardware Maintenance","LE1",
"Office & Administrative","Contractors","Hardware & Software","Software","LE1",
"Office & Administrative","Contractors","Hardware & Software","Software Maintenance","LE1",
"Office & Administrative","Contractors","Labor","External Labor","LE1","89151.91800000002"
"Office & Administrative","Contractors","Labor","Internal Labor","LE1",
"Office & Administrative","Contractors","Other","Employee Performance","LE1",
"Office & Administrative","Contractors","Other","Legal","LE1",
"Office & Administrative","Contractors","Other","Moving","LE1",
"Office & Administrative","Contractors","Other","Other","LE1",
"Office & Administrative","Contractors","Other","Project Expenses","LE1",
"Office & Administrative","Contractors","Other","Recognition","LE1",
"Office & Administrative","Contractors","Other","Severance","LE1",
"Office & Administrative","Contractors","Other","Supplies","LE1",
"Office & Administrative","Contractors","Other","Taxes","LE1",
"Office & Administrative","Contractors","Other","Telecomm","LE1",
"Office & Administrative","Contractors","Other","Training","LE1",
"Office & Administrative","Contractors","Other","Travel","LE1",
"Office & Administrative","Contractors","Other","Vehicles","LE1",
"Office & Administrative","Contractors","Shared Services","Inbound Allocations","LE1",
"Office & Administrative","Contractors","Shared Services","Outbound Allocations","LE1",
"Office & Administrative","Telecom","Administrative","Administrative","LE1",
"Office & Administrative","Telecom","CAPEX","CAPEX","LE1",
"Office & Administrative","Telecom","Depr & Amort","Amortization","LE1",
"Office & Administrative","Telecom","Depr & Amort","Depreciation","LE1",
"Office & Administrative","Telecom","Hardware & Software","Hardware","LE1",
"Office & Administrative","Telecom","Hardware & Software","Hardware Maintenance","LE1",
"Office & Administrative","Telecom","Hardware & Software","Software","LE1",
"Office & Administrative","Telecom","Hardware & Software","Software Maintenance","LE1",
"Office & Administrative","Telecom","Labor","External Labor","LE1",
"Office & Administrative","Telecom","Labor","Internal Labor","LE1",
"Office & Administrative","Telecom","Other","Employee Performance","LE1",
"Office & Administrative","Telecom","Other","Legal","LE1",
"Office & Administrative","Telecom","Other","Moving","LE1",
"Office & Administrative","Telecom","Other","Other","LE1",
"Office & Administrative","Telecom","Other","Project Expenses","LE1",
"Office & Administrative","Telecom","Other","Recognition","LE1",
"Office & Administrative","Telecom","Other","Severance","LE1",
"Office & Administrative","Telecom","Other","Supplies","LE1",
"Office & Administrative","Telecom","Other","Taxes","LE1",
"Office & Administrative","Telecom","Other","Telecomm","LE1","70968.033"
"Office & Administrative","Telecom","Other","Training","LE1",
"Office & Administrative","Telecom","Other","Travel","LE1",
"Office & Administrative","Telecom","Other","Vehicles","LE1",
"Office & Administrative","Telecom","Shared Services","Inbound Allocations","LE1",
"Office & Administrative","Telecom","Shared Services","Outbound Allocations","LE1",
"Office & Administrative","Training","Administrative","Administrative","LE1",
"Office & Administrative","Training","CAPEX","CAPEX","LE1",
"Office & Administrative","Training","Depr & Amort","Amortization","LE1",
"Office & Administrative","Training","Depr & Amort","Depreciation","LE1",
"Office & Administrative","Training","Hardware & Software","Hardware","LE1",
"Office & Administrative","Training","Hardware & Software","Hardware Maintenance","LE1",
"Office & Administrative","Training","Hardware & Software","Software","LE1",
"Office & Administrative","Training","Hardware & Software","Software Maintenance","LE1",
"Office & Administrative","Training","Labor","External Labor","LE1",
"Office & Administrative","Training","Labor","Internal Labor","LE1",
"Office & Administrative","Training","Other","Employee Performance","LE1",
"Office & Administrative","Training","Other","Legal","LE1",
"Office & Administrative","Training","Other","Moving","LE1",
"Office & Administrative","Training","Other","Other","LE1",
"Office & Administrative","Training","Other","Project Expenses","LE1",
"Office & Administrative","Training","Other","Recognition","LE1",
"Office & Administrative","Training","Other","Severance","LE1",
"Office & Administrative","Training","Other","Supplies","LE1",
"Office & Administrative","Training","Other","Taxes","LE1",
"Office & Administrative","Training","Other","Telecomm","LE1",
"Office & Administrative","Training","Other","Training","LE1","55332.38400000001"
"Office & Administrative","Training","Other","Travel","LE1",
"Office & Administrative","Training","Other","Vehicles","LE1",
"Office & Administrative","Training","Shared Services","Inbound Allocations","LE1",
"Office & Administrative","Training","Shared Services","Outbound Allocations","LE1",
"Office & Administrative","Reporting","Administrative","Administrative","LE1",
"Office & Administrative","Reporting","CAPEX","CAPEX","LE1",
"Office & Administrative","Reporting","Depr & Amort","Amortization","LE1",
"Office & Administrative","Reporting","Depr & Amort","Depreciation","LE1",
"Office & Administrative","Reporting","Hardware & Software","Hardware","LE1",
"Office & Administrative","Reporting","Hardware & Software","Hardware Maintenance","LE1",
"Office & Administrative","Reporting","Hardware & Software","Software","LE1",
"Office & Administrative","Reporting","Hardware & Software","Software Maintenance","LE1",
"Office & Administrative","Reporting","Labor","External Labor","LE1",
"Office & Administrative","Reporting","Labor","Internal Labor","LE1",
"Office & Administrative","Reporting","Other","Employee Performance","LE1",
"Office & Administrative","Reporting","Other","Legal","LE1",
"Office & Administrative","Reporting","Other","Moving","LE1",
"Office & Administrative","Reporting","Other","Other","LE1","44832.9"
"Office & Administrative","Reporting","Other","Project Expenses","LE1",
"Office & Administrative","Reporting","Other","Recognition","LE1",
"Office & Administrative","Reporting","Other","Severance","LE1",
"Office & Administrative","Reporting","Other","Supplies","LE1",
